,id,name,ancestry,store_section_id,section,clean_name
896,106,Chou chinois,2/85/89,1,Fruits & Légumes,chou chinois
897,124,Sucrine,2/85/89/114,1,Fruits & Légumes,sucrine
898,225,Clémentine,2/86/201,2,Fruits & Légumes,clementine
899,210,Prune,2/86/198,2,Fruits & Légumes,prune
900,237,Fruit de la passion,2/86/202,2,Fruits & Légumes,fruit passion
901,319,Rôtis,275/277/317,3,Frais,roti
902,272,Datte séchée,2/86/267,7,Épicerie sucrée,datte sechee
903,287,Steak haché,275/276/286,5,Viandes & Poissons,steak hache
904,308,Panés,275/276/290,5,Viandes & Poissons,panes
905,309,Nuggets,275/276/290,5,Viandes & Poissons,nuggets
906,355,Jambon de volaille,275/277/354,3,Frais,jambon volaille
907,365,Fruits de mer,275/278,5,Viandes & Poissons,fruit mer
908,412,Tielles Sétoises,275/278/361,5,Viandes & Poissons,tielles setoises
909,383,Merlan,275/278/359,5,Viandes & Poissons,merlan
910,449,Pommes dauphine,2/85/433,4,Surgelés,pomme dauphin
911,451,Pommes de terre grenailles,2/85/433,4,Surgelés,pomme terre grenaille
912,478,Edam,435/440/463,3,Frais,edam
913,497,Stracciatella,435/440/491,3,Frais,stracciatella
914,527,Purée de noisettes,2/86/525,7,Épicerie sucrée,puree noisette
915,814,Céleri branche,2/85/92,1,Fruits & Légumes,celeri branche
916,546,Barres glacées,436/519,4,Surgelés,barre glacees
917,588,Porridge,436/541,7,Épicerie sucrée,porridge
918,579,Galettes de riz,437/577,6,Épicerie salée,galette riz
919,612,Huile d'avocat,438/603,6,Épicerie salée,huile avocat
920,890,Sauge,280/162,6,Épicerie salée,sauge
921,891,Thym,280/162,6,Épicerie salée,thym
922,920,Vermicelles,437/629,6,Épicerie salée,vermicelle
923,797,Tomates concassées,439/727/812/794,6,Épicerie salée,tomate concassees
924,924,Bicarbonate,280/282,6,Épicerie salée,bicarbonate
925,933,Samoussa,439/740/738,6,Épicerie salée,samoussa
926,944,Oignons frits,439/727/943,6,Épicerie salée,oignon frits
927,810,Sauce nuoc mam,439/727/812/801,6,Épicerie salée,sauce nuoc mam
928,798,Coulis de tomate,439/727/812/794,6,Épicerie salée,coulis tomate
929,178,Haricot mungo,437/93/175,6,Épicerie salée,haricot mungo
930,685,Pâtes aux lentilles corail,437/629,6,Épicerie salée,pate aux lentille corail
931,913,Piment,439/727/908,6,Épicerie salée,piment
932,961,Blanc de poulet,275/276/290/303,5,Viandes & Poissons,blanc poulet
933,33,Kombucha,1/3/10,8,Boissons,kombucha
934,972,Graines germées,437/626,6,Épicerie salée,graine germees
935,974,Ginseng,280/162,6,Épicerie salée,ginseng
936,975,Aloe vera,280/162,6,Épicerie salée,aloe vera
937,978,Pâtes au sarrasin,437/629,6,Épicerie salée,pate sarrasin
938,979,Pâtes complètes,437/629,6,Épicerie salée,pate completes
939,627,Sauce soja,438,6,Épicerie salée,sauce soja
940,980,Lait d'avoine,1/3/8,8,Boissons,lait avoine
941,982,Café décaféiné,1/831/832,7,Épicerie sucrée,cafe decafeine
942,983,Graines de soja,437/626,6,Épicerie salée,graine soja
943,984,Farine d'épeautre,436/538/535,7,Épicerie sucrée,farine epeautre
944,618,Vinaigre balsamique,438/604,6,Épicerie salée,vinaigre balsamique
945,883,Baies roses,280/282,6,Épicerie salée,baie rose
946,659,Orechiette,437/629,6,Épicerie salée,orechiette
947,674,Riz blanc,437/628,6,Épicerie salée,riz blanc
948,689,Pain complet,437/518,34,Pains & Pâtisseries,pain complet
949,690,Pain de campagne,437/518,34,Pains & Pâtisseries,pain campagne
950,751,Oeufs de truite,439/728/731,6,Épicerie salée,oeuf truite
951,711,Graines de tournesol,437/626,6,Épicerie salée,graine tournesol
952,721,Flocons de riz,437/626,6,Épicerie salée,flocon riz
953,765,Sandwich,439/734,6,Épicerie salée,sandwich
954,790,Fond de volaille,439/727/793,6,Épicerie salée,fond volaille
955,510,Fromage blanc,435/507,3,Frais,fromage blanc
956,286,Boeuf,275/276,5,Viandes & Poissons,boeuf
957,57,Vin pétillant,1/4/48,8,Boissons,vin petillant
958,860,Corned beef,275/277/344,3,Frais,corned beef
959,857,Calamar,275/278/359,5,Viandes & Poissons,calamar
960,873,Pintade,275/276/290,5,Viandes & Poissons,pintade
961,902,Paprika,280/281,6,Épicerie salée,paprika
962,725,Plats cuisinés,439/740,6,Épicerie salée,plat cuisines
963,774,Chips,439/728,6,Épicerie salée,chips
964,879,Wasabi,439/727/943,6,Épicerie salée,wasabi
965,800,Pulpe de tomate,439/727/812/794,6,Épicerie salée,pulpe tomate
966,940,Tomates confites,439/727/807,6,Épicerie salée,tomate confites
967,146,Céleri-rave,2/85/92,1,Fruits & Légumes,celeri rave
968,445,Potatoes,2/85/433,4,Surgelés,potatoes
969,567,Biscuits au chocolat,436/522,7,Épicerie sucrée,biscuit chocolat
970,629,Pâtes,437,6,Épicerie salée,pate
971,714,Germes de blé,437/626,6,Épicerie salée,germe ble
972,847,Pignons de pin,436/538/540,7,Épicerie sucrée,pignon pin
973,949,Coeurs de palmiers,2/85/990,1,Fruits & Légumes,coeur palmier
974,1023,Bar,275/278/359,5,Viandes & Poissons,bar
975,1024,Limoncello,1/4/51/80,8,Boissons,limoncello
976,1027,Appenzeller,435/440/463,3,Frais,appenzeller
977,1028,Farine de pois chiche,436/538/535,7,Épicerie sucrée,farine pois chiche
978,1029,Sumac,280/281,6,Épicerie salée,sumac
979,1030,Sauce sriracha,439/727/812/801/811,6,Épicerie salée,sauce sriracha
980,1031,Farine de riz,436/538/535,7,Épicerie sucrée,farine riz
981,1032,Farine de châtaigne,436/538/535,7,Épicerie sucrée,farine chataigne
982,1033,Légumineuses,437/93,6,Épicerie salée,legumineuse
983,1034,Graines de cumin,437/626,6,Épicerie salée,graine cumin
984,1035,Beurre demi-sel,435/499,3,Frais,beurre demi sel
985,1037,Crème de soja,435/505/976,6,Épicerie salée,creme soja
986,1038,Poisson blanc,275/278/359,5,Viandes & Poissons,poisson blanc
987,1039,Beurre doux,435/499,3,Frais,beurre doux
988,1040,Crème liquide entière,435/505/502,3,Frais,creme liquide entiere
989,1041,Fleur de sel,280/282,6,Épicerie salée,fleur sel
990,1042,Flocon de piment,439/727/908/913,6,Épicerie salée,flocon piment
991,1044,Crème liquide,435/505/502,3,Frais,creme liquide
992,1046,Huile essentielle d'amande ,436/538/540/838,7,Épicerie sucrée,huile essentielle amande
993,1036,Sucre de canne,436/538/539,7,Épicerie sucrée,sucre canne
994,1047,Sucre blond,436/538/539,7,Épicerie sucrée,sucre blond
995,1048,Biscuits à la cuillère,436/522/564,7,Épicerie sucrée,biscuit cuillere
996,539,Sucre,436/538,7,Épicerie sucrée,sucre
997,1051,Noix de coco en poudre,436/538/540,7,Épicerie sucrée,noix coco poudre
998,1052,Amandes en poudre,436/538/540,7,Épicerie sucrée,amande poudre
999,1053,Noisettes en poudre,436/538/540,7,Épicerie sucrée,noisette poudre
1000,757,Pâte à pizza,439/729,3,Frais,pate pizza
1001,1055,Pâte miso,437/93/189,6,Épicerie salée,pate miso
1002,1056,Nouilles soba,437/629,6,Épicerie salée,nouille soba
1003,1057,Beurre salé,435/499,3,Frais,beurre sale
1004,1058,Épaule d'agneau,275/276/289,5,Viandes & Poissons,epaule agneau
1005,1059,Crème fleurette,435/505/502,3,Frais,creme fleurette
1006,1062,Chanterelles,2/85/161,1,Fruits & Légumes,chanterelle
1007,807,"Cornichons, câpres, olives",439/727,6,Épicerie salée,cornichons capres olive
1008,729,Pâte à tarte,439,3,Frais,pate tarte
1009,992,Vegan,439/740,6,Épicerie salée,vegan
1010,993,Burger vegan,439/740/992,6,Épicerie salée,burger vegan
1011,361,Produits de la mer,275/278,5,Viandes & Poissons,produit mer
1012,280,Herbes & Épices,,6,Épicerie salée,herbe epice
1013,49,Bière,1/4,8,Boissons,biere
1014,4,Alcool,1,8,Boissons,alcool
1015,3,Boissons sans alcool,1,8,Boissons,boisson sans alcool
1016,7,Jus,1/3,8,Boissons,jus
1017,636,Céréales,437,6,Épicerie salée,cereale
1018,433,Légumes cuisinés,2/85,4,Surgelés,legume cuisines
1019,1045,Crème fraîche 15% de matières grasses,435/505/502,3,Frais,creme fraiche matiere grasses
